total_incidents_fulfilled,requested_cars,dispatched_cars,dispatch_time_first,response_time_first,driving_time_first,cars_missing,cars_location_responsible,incidents_unfulfilled,cars_total_dispatched,exchange_ratio,ratio_cars_undispatched,weekhour,at_location,to_incident,at_incident,to_location,at_backlog
70253.0,1.37099,1.34645,76.5919,83.49204,6.90013,0.02454,0.85986,9747.0,94592.0,0.36138,0.01823,84.5,-3.98341,5.70057,35.01747,5.70304,17.10516
