index,location,shape
311.0,415.0,Polygon(7 Points)
312.0,415.0,Polygon(7 Points)
313.0,415.0,Polygon(7 Points)
314.0,415.0,Polygon(7 Points)
315.0,415.0,Polygon(7 Points)
316.0,447.0,Polygon(7 Points)
317.0,447.0,Polygon(7 Points)
318.0,447.0,Polygon(7 Points)
319.0,447.0,Polygon(7 Points)
320.0,447.0,Polygon(7 Points)
321.0,447.0,Polygon(7 Points)
322.0,447.0,Polygon(7 Points)
323.0,447.0,Polygon(7 Points)
324.0,447.0,Polygon(7 Points)
325.0,415.0,Polygon(7 Points)
326.0,415.0,Polygon(7 Points)
327.0,415.0,Polygon(7 Points)
328.0,415.0,Polygon(7 Points)
329.0,415.0,Polygon(7 Points)
330.0,415.0,Polygon(7 Points)
331.0,415.0,Polygon(7 Points)
332.0,415.0,Polygon(7 Points)
333.0,415.0,Polygon(7 Points)
334.0,415.0,Polygon(7 Points)
335.0,415.0,Polygon(7 Points)
336.0,415.0,Polygon(7 Points)
337.0,447.0,Polygon(7 Points)
338.0,447.0,Polygon(7 Points)
339.0,447.0,Polygon(7 Points)
340.0,447.0,Polygon(7 Points)
341.0,447.0,Polygon(7 Points)
342.0,447.0,Polygon(7 Points)
343.0,447.0,Polygon(7 Points)
344.0,447.0,Polygon(7 Points)
345.0,447.0,Polygon(7 Points)
346.0,447.0,Polygon(7 Points)
347.0,415.0,Polygon(7 Points)
348.0,415.0,Polygon(7 Points)
349.0,415.0,Polygon(7 Points)
350.0,415.0,Polygon(7 Points)
351.0,415.0,Polygon(7 Points)
352.0,415.0,Polygon(7 Points)
353.0,415.0,Polygon(7 Points)
354.0,415.0,Polygon(7 Points)
355.0,415.0,Polygon(7 Points)
356.0,415.0,Polygon(7 Points)
357.0,415.0,Polygon(7 Points)
358.0,447.0,Polygon(7 Points)
359.0,447.0,Polygon(7 Points)
360.0,447.0,Polygon(7 Points)
361.0,447.0,Polygon(7 Points)
362.0,447.0,Polygon(7 Points)
363.0,447.0,Polygon(7 Points)
364.0,447.0,Polygon(7 Points)
365.0,447.0,Polygon(7 Points)
366.0,447.0,Polygon(7 Points)
367.0,447.0,Polygon(7 Points)
368.0,415.0,Polygon(7 Points)
369.0,415.0,Polygon(7 Points)
370.0,415.0,Polygon(7 Points)
371.0,415.0,Polygon(7 Points)
372.0,415.0,Polygon(7 Points)
373.0,415.0,Polygon(7 Points)
374.0,415.0,Polygon(7 Points)
375.0,415.0,Polygon(7 Points)
376.0,415.0,Polygon(7 Points)
377.0,415.0,Polygon(7 Points)
378.0,415.0,Polygon(7 Points)
379.0,447.0,Polygon(7 Points)
380.0,447.0,Polygon(7 Points)
381.0,447.0,Polygon(7 Points)
382.0,447.0,Polygon(7 Points)
383.0,447.0,Polygon(7 Points)
384.0,447.0,Polygon(7 Points)
385.0,447.0,Polygon(7 Points)
386.0,447.0,Polygon(7 Points)
387.0,447.0,Polygon(7 Points)
388.0,447.0,Polygon(7 Points)
389.0,415.0,Polygon(7 Points)
390.0,415.0,Polygon(7 Points)
391.0,415.0,Polygon(7 Points)
392.0,415.0,Polygon(7 Points)
393.0,415.0,Polygon(7 Points)
394.0,415.0,Polygon(7 Points)
395.0,415.0,Polygon(7 Points)
396.0,415.0,Polygon(7 Points)
397.0,415.0,Polygon(7 Points)
398.0,415.0,Polygon(7 Points)
399.0,415.0,Polygon(7 Points)
400.0,447.0,Polygon(7 Points)
401.0,447.0,Polygon(7 Points)
402.0,447.0,Polygon(7 Points)
403.0,447.0,Polygon(7 Points)
404.0,447.0,Polygon(7 Points)
405.0,447.0,Polygon(7 Points)
406.0,447.0,Polygon(7 Points)
407.0,447.0,Polygon(7 Points)
408.0,447.0,Polygon(7 Points)
409.0,415.0,Polygon(7 Points)
410.0,415.0,Polygon(7 Points)
411.0,415.0,Polygon(7 Points)
412.0,415.0,Polygon(7 Points)
413.0,415.0,Polygon(7 Points)
414.0,415.0,Polygon(7 Points)
415.0,415.0,Polygon(7 Points)
416.0,415.0,Polygon(7 Points)
417.0,415.0,Polygon(7 Points)
418.0,415.0,Polygon(7 Points)
419.0,415.0,Polygon(7 Points)
420.0,415.0,Polygon(7 Points)
421.0,447.0,Polygon(7 Points)
422.0,447.0,Polygon(7 Points)
423.0,447.0,Polygon(7 Points)
424.0,447.0,Polygon(7 Points)
425.0,447.0,Polygon(7 Points)
426.0,447.0,Polygon(7 Points)
427.0,447.0,Polygon(7 Points)
428.0,447.0,Polygon(7 Points)
429.0,447.0,Polygon(7 Points)
430.0,415.0,Polygon(7 Points)
431.0,415.0,Polygon(7 Points)
432.0,415.0,Polygon(7 Points)
433.0,415.0,Polygon(7 Points)
434.0,415.0,Polygon(7 Points)
435.0,415.0,Polygon(7 Points)
436.0,415.0,Polygon(7 Points)
437.0,415.0,Polygon(7 Points)
438.0,415.0,Polygon(7 Points)
439.0,415.0,Polygon(7 Points)
440.0,415.0,Polygon(7 Points)
441.0,415.0,Polygon(7 Points)
442.0,447.0,Polygon(7 Points)
443.0,447.0,Polygon(7 Points)
444.0,447.0,Polygon(7 Points)
445.0,447.0,Polygon(7 Points)
446.0,447.0,Polygon(7 Points)
447.0,447.0,Polygon(7 Points)
448.0,447.0,Polygon(7 Points)
449.0,447.0,Polygon(7 Points)
450.0,415.0,Polygon(7 Points)
451.0,415.0,Polygon(7 Points)
452.0,415.0,Polygon(7 Points)
453.0,415.0,Polygon(7 Points)
454.0,415.0,Polygon(7 Points)
455.0,415.0,Polygon(7 Points)
456.0,415.0,Polygon(7 Points)
457.0,415.0,Polygon(7 Points)
458.0,415.0,Polygon(7 Points)
459.0,415.0,Polygon(7 Points)
460.0,415.0,Polygon(7 Points)
461.0,415.0,Polygon(7 Points)
462.0,415.0,Polygon(7 Points)
463.0,447.0,Polygon(7 Points)
464.0,447.0,Polygon(7 Points)
465.0,447.0,Polygon(7 Points)
466.0,447.0,Polygon(7 Points)
467.0,447.0,Polygon(7 Points)
468.0,447.0,Polygon(7 Points)
469.0,447.0,Polygon(7 Points)
470.0,447.0,Polygon(7 Points)
471.0,447.0,Polygon(7 Points)
472.0,447.0,Polygon(7 Points)
473.0,415.0,Polygon(7 Points)
474.0,415.0,Polygon(7 Points)
475.0,415.0,Polygon(7 Points)
476.0,415.0,Polygon(7 Points)
477.0,415.0,Polygon(7 Points)
478.0,415.0,Polygon(7 Points)
479.0,415.0,Polygon(7 Points)
480.0,415.0,Polygon(7 Points)
481.0,415.0,Polygon(7 Points)
482.0,415.0,Polygon(7 Points)
483.0,415.0,Polygon(7 Points)
484.0,447.0,Polygon(7 Points)
485.0,447.0,Polygon(7 Points)
486.0,447.0,Polygon(7 Points)
487.0,447.0,Polygon(7 Points)
488.0,447.0,Polygon(7 Points)
489.0,447.0,Polygon(7 Points)
490.0,447.0,Polygon(7 Points)
491.0,447.0,Polygon(7 Points)
492.0,447.0,Polygon(7 Points)
493.0,447.0,Polygon(7 Points)
494.0,447.0,Polygon(7 Points)
495.0,415.0,Polygon(7 Points)
496.0,415.0,Polygon(7 Points)
497.0,415.0,Polygon(7 Points)
498.0,415.0,Polygon(7 Points)
499.0,415.0,Polygon(7 Points)
500.0,415.0,Polygon(7 Points)
501.0,415.0,Polygon(7 Points)
502.0,415.0,Polygon(7 Points)
503.0,415.0,Polygon(7 Points)
504.0,415.0,Polygon(7 Points)
505.0,447.0,Polygon(7 Points)
506.0,447.0,Polygon(7 Points)
507.0,447.0,Polygon(7 Points)
508.0,447.0,Polygon(7 Points)
509.0,447.0,Polygon(7 Points)
510.0,447.0,Polygon(7 Points)
511.0,447.0,Polygon(7 Points)
512.0,447.0,Polygon(7 Points)
513.0,447.0,Polygon(7 Points)
514.0,447.0,Polygon(7 Points)
515.0,447.0,Polygon(7 Points)
516.0,447.0,Polygon(7 Points)
517.0,415.0,Polygon(7 Points)
518.0,415.0,Polygon(7 Points)
519.0,415.0,Polygon(7 Points)
520.0,415.0,Polygon(7 Points)
521.0,415.0,Polygon(7 Points)
522.0,415.0,Polygon(7 Points)
523.0,415.0,Polygon(7 Points)
524.0,415.0,Polygon(7 Points)
525.0,415.0,Polygon(7 Points)
526.0,447.0,Polygon(7 Points)
527.0,447.0,Polygon(7 Points)
528.0,447.0,Polygon(7 Points)
529.0,447.0,Polygon(7 Points)
530.0,447.0,Polygon(7 Points)
531.0,447.0,Polygon(7 Points)
532.0,447.0,Polygon(7 Points)
533.0,447.0,Polygon(7 Points)
534.0,447.0,Polygon(7 Points)
535.0,447.0,Polygon(7 Points)
536.0,447.0,Polygon(7 Points)
537.0,415.0,Polygon(7 Points)
538.0,415.0,Polygon(7 Points)
539.0,415.0,Polygon(7 Points)
540.0,415.0,Polygon(7 Points)
541.0,415.0,Polygon(7 Points)
542.0,415.0,Polygon(7 Points)
543.0,753.0,Polygon(7 Points)
544.0,753.0,Polygon(7 Points)
545.0,753.0,Polygon(7 Points)
546.0,753.0,Polygon(7 Points)
547.0,447.0,Polygon(7 Points)
548.0,447.0,Polygon(7 Points)
549.0,447.0,Polygon(7 Points)
550.0,447.0,Polygon(7 Points)
551.0,447.0,Polygon(7 Points)
552.0,447.0,Polygon(7 Points)
553.0,447.0,Polygon(7 Points)
554.0,447.0,Polygon(7 Points)
555.0,447.0,Polygon(7 Points)
556.0,447.0,Polygon(7 Points)
557.0,447.0,Polygon(7 Points)
558.0,447.0,Polygon(7 Points)
559.0,415.0,Polygon(7 Points)
560.0,415.0,Polygon(7 Points)
561.0,415.0,Polygon(7 Points)
562.0,415.0,Polygon(7 Points)
563.0,415.0,Polygon(7 Points)
564.0,753.0,Polygon(7 Points)
565.0,753.0,Polygon(7 Points)
566.0,753.0,Polygon(7 Points)
567.0,753.0,Polygon(7 Points)
568.0,699.0,Polygon(7 Points)
569.0,447.0,Polygon(7 Points)
570.0,447.0,Polygon(7 Points)
571.0,447.0,Polygon(7 Points)
572.0,447.0,Polygon(7 Points)
573.0,447.0,Polygon(7 Points)
574.0,447.0,Polygon(7 Points)
575.0,699.0,Polygon(7 Points)
576.0,447.0,Polygon(7 Points)
577.0,447.0,Polygon(7 Points)
578.0,447.0,Polygon(7 Points)
579.0,415.0,Polygon(7 Points)
580.0,415.0,Polygon(7 Points)
581.0,415.0,Polygon(7 Points)
582.0,753.0,Polygon(7 Points)
583.0,753.0,Polygon(7 Points)
584.0,753.0,Polygon(7 Points)
585.0,753.0,Polygon(7 Points)
586.0,753.0,Polygon(7 Points)
587.0,753.0,Polygon(7 Points)
588.0,753.0,Polygon(7 Points)
589.0,699.0,Polygon(7 Points)
590.0,699.0,Polygon(7 Points)
591.0,699.0,Polygon(7 Points)
592.0,699.0,Polygon(7 Points)
593.0,699.0,Polygon(7 Points)
594.0,699.0,Polygon(7 Points)
595.0,447.0,Polygon(7 Points)
596.0,699.0,Polygon(7 Points)
597.0,699.0,Polygon(7 Points)
598.0,699.0,Polygon(7 Points)
599.0,699.0,Polygon(7 Points)
600.0,699.0,Polygon(7 Points)
601.0,699.0,Polygon(7 Points)
602.0,415.0,Polygon(7 Points)
603.0,753.0,Polygon(7 Points)
604.0,753.0,Polygon(7 Points)
605.0,753.0,Polygon(7 Points)
606.0,753.0,Polygon(7 Points)
607.0,753.0,Polygon(7 Points)
608.0,753.0,Polygon(7 Points)
609.0,753.0,Polygon(7 Points)
610.0,699.0,Polygon(7 Points)
611.0,699.0,Polygon(7 Points)
612.0,699.0,Polygon(7 Points)
613.0,699.0,Polygon(7 Points)
614.0,699.0,Polygon(7 Points)
615.0,699.0,Polygon(7 Points)
616.0,699.0,Polygon(7 Points)
617.0,699.0,Polygon(7 Points)
618.0,699.0,Polygon(7 Points)
619.0,699.0,Polygon(7 Points)
620.0,699.0,Polygon(7 Points)
621.0,699.0,Polygon(7 Points)
622.0,699.0,Polygon(7 Points)
623.0,753.0,Polygon(7 Points)
624.0,753.0,Polygon(7 Points)
625.0,753.0,Polygon(7 Points)
626.0,753.0,Polygon(7 Points)
627.0,753.0,Polygon(7 Points)
628.0,753.0,Polygon(7 Points)
629.0,753.0,Polygon(7 Points)
630.0,753.0,Polygon(7 Points)
631.0,699.0,Polygon(7 Points)
632.0,699.0,Polygon(7 Points)
633.0,699.0,Polygon(7 Points)
634.0,699.0,Polygon(7 Points)
635.0,699.0,Polygon(7 Points)
636.0,699.0,Polygon(7 Points)
637.0,699.0,Polygon(7 Points)
638.0,699.0,Polygon(7 Points)
639.0,699.0,Polygon(7 Points)
640.0,699.0,Polygon(7 Points)
641.0,699.0,Polygon(7 Points)
642.0,699.0,Polygon(7 Points)
643.0,699.0,Polygon(7 Points)
644.0,753.0,Polygon(7 Points)
645.0,753.0,Polygon(7 Points)
646.0,753.0,Polygon(7 Points)
647.0,753.0,Polygon(7 Points)
648.0,753.0,Polygon(7 Points)
649.0,753.0,Polygon(7 Points)
650.0,753.0,Polygon(7 Points)
651.0,753.0,Polygon(7 Points)
652.0,699.0,Polygon(7 Points)
653.0,699.0,Polygon(7 Points)
654.0,699.0,Polygon(7 Points)
655.0,699.0,Polygon(7 Points)
656.0,699.0,Polygon(7 Points)
657.0,699.0,Polygon(7 Points)
658.0,699.0,Polygon(7 Points)
659.0,699.0,Polygon(7 Points)
660.0,699.0,Polygon(7 Points)
661.0,699.0,Polygon(7 Points)
662.0,699.0,Polygon(7 Points)
663.0,699.0,Polygon(7 Points)
664.0,753.0,Polygon(7 Points)
665.0,753.0,Polygon(7 Points)
666.0,753.0,Polygon(7 Points)
667.0,753.0,Polygon(7 Points)
668.0,753.0,Polygon(7 Points)
669.0,753.0,Polygon(7 Points)
670.0,753.0,Polygon(7 Points)
671.0,753.0,Polygon(7 Points)
672.0,753.0,Polygon(7 Points)
673.0,699.0,Polygon(7 Points)
674.0,699.0,Polygon(7 Points)
675.0,699.0,Polygon(7 Points)
676.0,699.0,Polygon(7 Points)
677.0,699.0,Polygon(7 Points)
678.0,699.0,Polygon(7 Points)
679.0,699.0,Polygon(7 Points)
680.0,699.0,Polygon(7 Points)
681.0,699.0,Polygon(7 Points)
682.0,699.0,Polygon(7 Points)
683.0,699.0,Polygon(7 Points)
684.0,699.0,Polygon(7 Points)
685.0,753.0,Polygon(7 Points)
686.0,753.0,Polygon(7 Points)
687.0,753.0,Polygon(7 Points)
688.0,753.0,Polygon(7 Points)
689.0,753.0,Polygon(7 Points)
690.0,753.0,Polygon(7 Points)
691.0,753.0,Polygon(7 Points)
692.0,753.0,Polygon(7 Points)
693.0,753.0,Polygon(7 Points)
694.0,699.0,Polygon(7 Points)
695.0,699.0,Polygon(7 Points)
696.0,699.0,Polygon(7 Points)
697.0,699.0,Polygon(7 Points)
698.0,699.0,Polygon(7 Points)
699.0,699.0,Polygon(7 Points)
700.0,699.0,Polygon(7 Points)
701.0,699.0,Polygon(7 Points)
702.0,699.0,Polygon(7 Points)
703.0,699.0,Polygon(7 Points)
704.0,699.0,Polygon(7 Points)
705.0,699.0,Polygon(7 Points)
706.0,753.0,Polygon(7 Points)
707.0,753.0,Polygon(7 Points)
708.0,753.0,Polygon(7 Points)
709.0,753.0,Polygon(7 Points)
710.0,753.0,Polygon(7 Points)
711.0,753.0,Polygon(7 Points)
712.0,753.0,Polygon(7 Points)
713.0,753.0,Polygon(7 Points)
714.0,753.0,Polygon(7 Points)
715.0,699.0,Polygon(7 Points)
716.0,699.0,Polygon(7 Points)
717.0,699.0,Polygon(7 Points)
718.0,699.0,Polygon(7 Points)
719.0,699.0,Polygon(7 Points)
720.0,699.0,Polygon(7 Points)
721.0,699.0,Polygon(7 Points)
722.0,699.0,Polygon(7 Points)
723.0,699.0,Polygon(7 Points)
724.0,699.0,Polygon(7 Points)
725.0,699.0,Polygon(7 Points)
726.0,699.0,Polygon(7 Points)
727.0,753.0,Polygon(7 Points)
728.0,753.0,Polygon(7 Points)
729.0,753.0,Polygon(7 Points)
730.0,753.0,Polygon(7 Points)
731.0,753.0,Polygon(7 Points)
732.0,753.0,Polygon(7 Points)
733.0,753.0,Polygon(7 Points)
734.0,753.0,Polygon(7 Points)
735.0,753.0,Polygon(7 Points)
736.0,699.0,Polygon(7 Points)
