index,location,shape
416.0,402.0,Polygon(7 Points)
417.0,402.0,Polygon(7 Points)
418.0,402.0,Polygon(7 Points)
419.0,402.0,Polygon(7 Points)
420.0,402.0,Polygon(7 Points)
421.0,439.0,Polygon(7 Points)
422.0,439.0,Polygon(7 Points)
423.0,439.0,Polygon(7 Points)
424.0,439.0,Polygon(7 Points)
425.0,439.0,Polygon(7 Points)
426.0,439.0,Polygon(7 Points)
427.0,439.0,Polygon(7 Points)
428.0,439.0,Polygon(7 Points)
429.0,402.0,Polygon(7 Points)
430.0,402.0,Polygon(7 Points)
431.0,402.0,Polygon(7 Points)
432.0,402.0,Polygon(7 Points)
433.0,402.0,Polygon(7 Points)
434.0,402.0,Polygon(7 Points)
435.0,402.0,Polygon(7 Points)
436.0,439.0,Polygon(7 Points)
437.0,439.0,Polygon(7 Points)
438.0,439.0,Polygon(7 Points)
439.0,439.0,Polygon(7 Points)
440.0,439.0,Polygon(7 Points)
441.0,439.0,Polygon(7 Points)
442.0,439.0,Polygon(7 Points)
443.0,439.0,Polygon(7 Points)
444.0,402.0,Polygon(7 Points)
445.0,402.0,Polygon(7 Points)
446.0,402.0,Polygon(7 Points)
447.0,402.0,Polygon(7 Points)
448.0,402.0,Polygon(7 Points)
449.0,402.0,Polygon(7 Points)
450.0,402.0,Polygon(7 Points)
451.0,439.0,Polygon(7 Points)
452.0,439.0,Polygon(7 Points)
453.0,439.0,Polygon(7 Points)
454.0,439.0,Polygon(7 Points)
455.0,439.0,Polygon(7 Points)
456.0,439.0,Polygon(7 Points)
457.0,439.0,Polygon(7 Points)
458.0,439.0,Polygon(7 Points)
459.0,439.0,Polygon(7 Points)
460.0,402.0,Polygon(7 Points)
461.0,402.0,Polygon(7 Points)
462.0,402.0,Polygon(7 Points)
463.0,402.0,Polygon(7 Points)
464.0,402.0,Polygon(7 Points)
465.0,402.0,Polygon(7 Points)
466.0,439.0,Polygon(7 Points)
467.0,439.0,Polygon(7 Points)
468.0,439.0,Polygon(7 Points)
469.0,439.0,Polygon(7 Points)
470.0,439.0,Polygon(7 Points)
471.0,439.0,Polygon(7 Points)
472.0,439.0,Polygon(7 Points)
473.0,439.0,Polygon(7 Points)
474.0,402.0,Polygon(7 Points)
475.0,402.0,Polygon(7 Points)
476.0,402.0,Polygon(7 Points)
477.0,402.0,Polygon(7 Points)
478.0,402.0,Polygon(7 Points)
479.0,402.0,Polygon(7 Points)
480.0,402.0,Polygon(7 Points)
481.0,439.0,Polygon(7 Points)
482.0,439.0,Polygon(7 Points)
483.0,439.0,Polygon(7 Points)
484.0,439.0,Polygon(7 Points)
485.0,439.0,Polygon(7 Points)
486.0,439.0,Polygon(7 Points)
487.0,439.0,Polygon(7 Points)
488.0,439.0,Polygon(7 Points)
489.0,439.0,Polygon(7 Points)
490.0,402.0,Polygon(7 Points)
491.0,402.0,Polygon(7 Points)
492.0,402.0,Polygon(7 Points)
493.0,402.0,Polygon(7 Points)
494.0,402.0,Polygon(7 Points)
495.0,402.0,Polygon(7 Points)
496.0,439.0,Polygon(7 Points)
497.0,439.0,Polygon(7 Points)
498.0,439.0,Polygon(7 Points)
499.0,439.0,Polygon(7 Points)
500.0,439.0,Polygon(7 Points)
501.0,439.0,Polygon(7 Points)
502.0,439.0,Polygon(7 Points)
503.0,439.0,Polygon(7 Points)
504.0,439.0,Polygon(7 Points)
505.0,402.0,Polygon(7 Points)
506.0,402.0,Polygon(7 Points)
507.0,402.0,Polygon(7 Points)
508.0,402.0,Polygon(7 Points)
509.0,402.0,Polygon(7 Points)
510.0,402.0,Polygon(7 Points)
