index,location
763.0,740.0
764.0,740.0
765.0,740.0
766.0,740.0
767.0,740.0
768.0,876.0
769.0,876.0
770.0,876.0
771.0,876.0
772.0,876.0
773.0,876.0
774.0,876.0
775.0,876.0
776.0,876.0
777.0,876.0
778.0,740.0
779.0,740.0
780.0,740.0
781.0,740.0
782.0,740.0
783.0,740.0
784.0,740.0
785.0,740.0
786.0,740.0
787.0,740.0
788.0,876.0
789.0,876.0
790.0,876.0
791.0,876.0
792.0,876.0
793.0,876.0
794.0,876.0
795.0,876.0
796.0,876.0
797.0,876.0
798.0,876.0
799.0,740.0
800.0,740.0
801.0,740.0
802.0,740.0
803.0,740.0
804.0,740.0
805.0,740.0
806.0,740.0
807.0,740.0
808.0,740.0
809.0,876.0
810.0,876.0
811.0,876.0
812.0,876.0
813.0,876.0
814.0,876.0
815.0,876.0
816.0,876.0
817.0,876.0
818.0,876.0
819.0,876.0
820.0,740.0
821.0,740.0
822.0,740.0
823.0,740.0
824.0,740.0
825.0,740.0
826.0,740.0
827.0,740.0
828.0,740.0
829.0,876.0
830.0,876.0
831.0,876.0
832.0,876.0
833.0,876.0
834.0,876.0
835.0,876.0
836.0,876.0
837.0,876.0
838.0,876.0
839.0,876.0
840.0,876.0
841.0,740.0
842.0,740.0
843.0,740.0
844.0,740.0
845.0,740.0
846.0,740.0
847.0,740.0
848.0,740.0
849.0,740.0
850.0,876.0
851.0,876.0
852.0,876.0
853.0,876.0
854.0,876.0
855.0,876.0
856.0,876.0
857.0,876.0
858.0,876.0
859.0,876.0
860.0,876.0
861.0,876.0
862.0,740.0
863.0,740.0
864.0,740.0
865.0,740.0
866.0,740.0
867.0,740.0
868.0,740.0
869.0,740.0
870.0,876.0
871.0,876.0
872.0,876.0
873.0,876.0
874.0,876.0
875.0,876.0
876.0,876.0
877.0,876.0
878.0,876.0
879.0,876.0
880.0,876.0
881.0,876.0
882.0,876.0
883.0,740.0
884.0,740.0
885.0,740.0
886.0,740.0
887.0,740.0
888.0,740.0
889.0,740.0
890.0,740.0
891.0,876.0
892.0,876.0
893.0,876.0
894.0,876.0
895.0,876.0
896.0,876.0
897.0,876.0
898.0,876.0
899.0,876.0
900.0,876.0
901.0,876.0
902.0,876.0
903.0,876.0
904.0,740.0
905.0,740.0
906.0,740.0
907.0,740.0
908.0,740.0
909.0,740.0
910.0,740.0
911.0,876.0
912.0,876.0
913.0,876.0
914.0,876.0
915.0,876.0
916.0,876.0
917.0,876.0
918.0,876.0
919.0,876.0
920.0,876.0
921.0,876.0
922.0,876.0
923.0,876.0
924.0,876.0
925.0,740.0
926.0,740.0
927.0,740.0
928.0,740.0
929.0,740.0
930.0,740.0
931.0,740.0
932.0,876.0
933.0,876.0
934.0,876.0
935.0,876.0
936.0,876.0
937.0,876.0
938.0,876.0
939.0,876.0
940.0,876.0
941.0,876.0
942.0,876.0
943.0,876.0
944.0,876.0
945.0,876.0
946.0,740.0
947.0,740.0
948.0,740.0
949.0,740.0
950.0,740.0
951.0,740.0
952.0,876.0
953.0,876.0
954.0,876.0
955.0,876.0
956.0,876.0
957.0,876.0
958.0,876.0
959.0,876.0
960.0,876.0
961.0,876.0
962.0,876.0
963.0,876.0
964.0,876.0
965.0,876.0
966.0,876.0
967.0,740.0
968.0,740.0
969.0,740.0
970.0,740.0
971.0,740.0
972.0,740.0
973.0,876.0
974.0,876.0
975.0,876.0
976.0,876.0
977.0,876.0
978.0,876.0
979.0,876.0
980.0,876.0
981.0,876.0
982.0,876.0
983.0,876.0
984.0,876.0
985.0,876.0
986.0,876.0
987.0,876.0
988.0,740.0
989.0,740.0
990.0,740.0
991.0,740.0
992.0,740.0
993.0,876.0
994.0,876.0
995.0,876.0
996.0,876.0
997.0,876.0
998.0,876.0
999.0,876.0
1000.0,876.0
1001.0,876.0
1002.0,876.0
1003.0,876.0
1004.0,876.0
1005.0,876.0
1006.0,876.0
1007.0,876.0
1008.0,876.0
