index,location
509.0,466.0
510.0,466.0
511.0,466.0
512.0,466.0
513.0,516.0
514.0,516.0
515.0,516.0
516.0,516.0
517.0,516.0
518.0,516.0
519.0,516.0
520.0,583.0
521.0,583.0
522.0,566.0
523.0,566.0
524.0,566.0
525.0,566.0
526.0,466.0
527.0,466.0
528.0,466.0
529.0,466.0
530.0,466.0
531.0,466.0
532.0,466.0
533.0,516.0
534.0,516.0
535.0,516.0
536.0,516.0
537.0,516.0
538.0,516.0
539.0,516.0
540.0,583.0
541.0,583.0
542.0,583.0
543.0,566.0
544.0,566.0
545.0,566.0
546.0,566.0
547.0,466.0
548.0,466.0
549.0,466.0
550.0,466.0
551.0,466.0
552.0,466.0
553.0,516.0
554.0,516.0
555.0,516.0
556.0,516.0
557.0,516.0
558.0,516.0
559.0,516.0
560.0,583.0
561.0,583.0
562.0,583.0
563.0,583.0
564.0,583.0
565.0,566.0
566.0,566.0
567.0,566.0
568.0,466.0
569.0,466.0
570.0,466.0
571.0,466.0
572.0,466.0
573.0,679.0
574.0,679.0
575.0,516.0
576.0,516.0
577.0,516.0
578.0,516.0
579.0,516.0
580.0,583.0
581.0,583.0
582.0,583.0
583.0,583.0
584.0,583.0
585.0,583.0
586.0,566.0
587.0,566.0
588.0,566.0
589.0,466.0
590.0,679.0
591.0,679.0
592.0,679.0
593.0,679.0
594.0,679.0
595.0,679.0
596.0,679.0
597.0,679.0
598.0,516.0
599.0,516.0
600.0,516.0
601.0,583.0
602.0,583.0
603.0,583.0
604.0,583.0
605.0,583.0
606.0,583.0
607.0,566.0
608.0,566.0
609.0,566.0
610.0,466.0
611.0,679.0
612.0,679.0
613.0,679.0
614.0,679.0
615.0,679.0
616.0,679.0
617.0,679.0
618.0,679.0
619.0,516.0
620.0,516.0
621.0,583.0
622.0,583.0
623.0,583.0
624.0,583.0
625.0,583.0
626.0,583.0
627.0,583.0
628.0,566.0
629.0,566.0
630.0,566.0
631.0,679.0
632.0,679.0
633.0,679.0
634.0,679.0
635.0,679.0
636.0,679.0
637.0,679.0
638.0,679.0
639.0,679.0
640.0,679.0
641.0,679.0
642.0,583.0
643.0,583.0
644.0,583.0
645.0,583.0
646.0,583.0
647.0,583.0
648.0,583.0
649.0,566.0
650.0,566.0
651.0,566.0
652.0,679.0
653.0,679.0
654.0,679.0
655.0,679.0
656.0,679.0
657.0,679.0
658.0,679.0
659.0,679.0
660.0,679.0
661.0,679.0
662.0,679.0
663.0,583.0
664.0,583.0
665.0,583.0
666.0,583.0
667.0,583.0
668.0,583.0
669.0,583.0
670.0,566.0
671.0,566.0
672.0,566.0
673.0,679.0
674.0,679.0
675.0,679.0
676.0,679.0
677.0,679.0
678.0,679.0
679.0,679.0
680.0,679.0
681.0,679.0
682.0,679.0
683.0,679.0
684.0,679.0
685.0,792.0
686.0,792.0
687.0,583.0
688.0,583.0
689.0,583.0
690.0,792.0
691.0,566.0
692.0,566.0
693.0,566.0
694.0,679.0
695.0,679.0
696.0,679.0
697.0,679.0
698.0,679.0
699.0,679.0
700.0,679.0
701.0,679.0
702.0,679.0
703.0,679.0
704.0,679.0
705.0,792.0
706.0,792.0
707.0,792.0
708.0,792.0
709.0,792.0
710.0,792.0
711.0,792.0
712.0,566.0
713.0,566.0
714.0,566.0
715.0,679.0
716.0,679.0
717.0,679.0
718.0,679.0
719.0,679.0
720.0,679.0
721.0,679.0
722.0,679.0
723.0,679.0
724.0,679.0
725.0,679.0
726.0,792.0
727.0,792.0
728.0,792.0
729.0,792.0
730.0,792.0
731.0,792.0
732.0,792.0
733.0,792.0
734.0,792.0
735.0,792.0
736.0,679.0
737.0,679.0
738.0,679.0
739.0,679.0
740.0,679.0
741.0,679.0
742.0,679.0
743.0,679.0
744.0,679.0
745.0,679.0
746.0,792.0
747.0,792.0
748.0,792.0
749.0,792.0
750.0,792.0
751.0,792.0
752.0,792.0
753.0,792.0
754.0,792.0
755.0,792.0
756.0,792.0
757.0,846.0
758.0,846.0
759.0,846.0
760.0,846.0
761.0,846.0
762.0,846.0
763.0,846.0
764.0,679.0
765.0,679.0
766.0,679.0
767.0,792.0
768.0,792.0
769.0,792.0
770.0,792.0
771.0,792.0
772.0,792.0
773.0,792.0
774.0,792.0
775.0,792.0
776.0,792.0
777.0,792.0
778.0,846.0
779.0,846.0
780.0,846.0
781.0,846.0
782.0,846.0
783.0,846.0
784.0,846.0
785.0,846.0
786.0,846.0
787.0,792.0
788.0,792.0
789.0,792.0
790.0,792.0
791.0,792.0
792.0,792.0
793.0,792.0
794.0,792.0
795.0,792.0
796.0,792.0
797.0,792.0
798.0,792.0
799.0,846.0
800.0,846.0
801.0,846.0
802.0,846.0
803.0,846.0
804.0,846.0
805.0,846.0
806.0,846.0
807.0,846.0
808.0,846.0
809.0,792.0
810.0,792.0
811.0,792.0
812.0,792.0
813.0,792.0
814.0,792.0
815.0,792.0
816.0,792.0
817.0,792.0
818.0,792.0
819.0,792.0
820.0,846.0
821.0,846.0
822.0,846.0
823.0,846.0
824.0,846.0
825.0,846.0
826.0,846.0
827.0,846.0
828.0,846.0
829.0,846.0
830.0,792.0
831.0,792.0
832.0,792.0
833.0,792.0
834.0,792.0
835.0,792.0
836.0,792.0
837.0,792.0
838.0,792.0
839.0,792.0
840.0,792.0
841.0,846.0
842.0,846.0
843.0,846.0
844.0,846.0
845.0,846.0
846.0,846.0
847.0,846.0
848.0,846.0
849.0,846.0
850.0,846.0
851.0,846.0
852.0,792.0
853.0,792.0
854.0,792.0
855.0,792.0
856.0,792.0
857.0,792.0
858.0,792.0
859.0,792.0
860.0,792.0
861.0,792.0
862.0,846.0
863.0,846.0
864.0,846.0
865.0,846.0
866.0,846.0
867.0,846.0
868.0,846.0
869.0,846.0
870.0,846.0
871.0,846.0
872.0,792.0
873.0,792.0
874.0,792.0
875.0,792.0
876.0,792.0
877.0,792.0
878.0,792.0
879.0,792.0
880.0,792.0
881.0,792.0
882.0,792.0
883.0,846.0
884.0,846.0
885.0,846.0
886.0,846.0
887.0,846.0
888.0,846.0
889.0,846.0
890.0,846.0
891.0,846.0
892.0,846.0
893.0,846.0
894.0,792.0
895.0,792.0
896.0,792.0
897.0,792.0
898.0,792.0
899.0,792.0
900.0,792.0
901.0,792.0
902.0,792.0
903.0,792.0
904.0,846.0
905.0,846.0
906.0,846.0
907.0,846.0
908.0,846.0
909.0,846.0
910.0,846.0
911.0,846.0
912.0,846.0
913.0,846.0
914.0,792.0
915.0,792.0
916.0,792.0
917.0,792.0
918.0,792.0
919.0,792.0
920.0,792.0
921.0,792.0
922.0,792.0
923.0,792.0
924.0,792.0
925.0,846.0
926.0,846.0
927.0,846.0
928.0,846.0
929.0,846.0
930.0,846.0
931.0,846.0
932.0,846.0
933.0,846.0
934.0,846.0
935.0,846.0
936.0,792.0
937.0,792.0
938.0,792.0
939.0,792.0
940.0,792.0
941.0,792.0
942.0,792.0
943.0,792.0
944.0,792.0
945.0,792.0
946.0,846.0
947.0,846.0
948.0,846.0
949.0,846.0
950.0,846.0
951.0,846.0
952.0,846.0
953.0,846.0
954.0,846.0
955.0,846.0
956.0,792.0
957.0,792.0
958.0,792.0
959.0,792.0
960.0,792.0
961.0,792.0
962.0,792.0
963.0,792.0
964.0,792.0
965.0,792.0
966.0,792.0
967.0,846.0
968.0,846.0
969.0,846.0
970.0,846.0
971.0,846.0
972.0,846.0
973.0,846.0
974.0,846.0
975.0,846.0
976.0,846.0
977.0,846.0
978.0,792.0
979.0,792.0
980.0,792.0
981.0,792.0
982.0,792.0
983.0,792.0
984.0,792.0
985.0,792.0
986.0,792.0
987.0,792.0
988.0,846.0
989.0,846.0
990.0,846.0
991.0,846.0
992.0,846.0
993.0,846.0
994.0,846.0
995.0,846.0
996.0,846.0
997.0,846.0
998.0,792.0
999.0,792.0
1000.0,792.0
1001.0,792.0
1002.0,792.0
1003.0,792.0
1004.0,792.0
1005.0,792.0
1006.0,792.0
1007.0,792.0
1008.0,792.0
